itemCode	batchNum	warehouseCode	dateStamp	timeStamp	sapRefNo	quantity
MVUN0508FD02	236988281	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988282	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988283	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988284	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988285	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988286	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988287	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988288	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988289	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988290	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988291	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988292	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988293	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988294	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988295	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988296	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988297	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988298	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988299	GR052SW	2023-12-02	1600	680926734	1
MVUN0508FD02	236988300	GR052SW	2023-12-02	1600	680926734	1
MAUN0122TS01	237693029	GR052SW	2023-12-02	1600	680926735	1
MAUN0122TS01	237693030	GR052SW	2023-12-02	1600	680926735	1
MAUN0114TS01	231175006	GR052SW	2023-12-02	1600	680926735	1
MAUN0114TS01	231175008	GR052SW	2023-12-02	1600	680926735	1
MAUN0114TS01	231175014	GR052SW	2023-12-02	1600	680926735	1
MAUN0134AW01	237785040	GR052SW	2023-12-02	1600	680926735	1
MAUN0134AW01	237785041	GR052SW	2023-12-02	1600	680926735	1
MAUN0134AW01	237785042	GR052SW	2023-12-02	1600	680926735	1
MAUN0134AW01	237785043	GR052SW	2023-12-02	1600	680926735	1
MAUN0134AW01	237785044	GR052SW	2023-12-02	1600	680926735	1
OBTO0221SM01	238440002	GR052SW	2023-12-02	1600	680926736	1
OBTO0221SM01	238440003	GR052SW	2023-12-02	1600	680926736	1
OBTO0221SM01	238440004	GR052SW	2023-12-02	1600	680926736	1
OBNI0313SM01	238441001	GR052SW	2023-12-02	1600	680926736	1
OBNI0313SM01	238441002	GR052SW	2023-12-02	1600	680926736	1
OBNI0313SM01	238441003	GR052SW	2023-12-02	1600	680926736	1
RGTO0428VI01	204591	GR052SW	2023-12-02	1600	680926736	2
RGTO0414AW01	238542005	GR052SW	2023-12-02	1600	680926736	1
RGTO0414AW01	238542007	GR052SW	2023-12-02	1600	680926736	1
RGHY0192SD01	184189	GR052SW	2023-12-02	1600	680926736	2
RGMI0205AW01	231642010	GR052SW	2023-12-02	1600	680926736	1
RGMI0205AW01	235131002	GR052SW	2023-12-02	1600	680926736	1
OCFO1004TS01	235321002	GR052SW	2023-12-02	1600	680926737	1
ORNI0413GW01	234468004	GR052SW	2023-12-02	1600	680926738	1
ORNI0413GW01	234468005	GR052SW	2023-12-02	1600	680926738	1
ORUN0344MT03	237542005	GR052SW	2023-12-02	1600	680926738	1
ORUN0344MT03	237542012	GR052SW	2023-12-02	1600	680926738	1
ORUN0344MT03	237542014	GR052SW	2023-12-02	1600	680926738	1
OBNI0308SM01	237847010	GR052SW	2023-12-02	1600	680926739	1
OBNI0308SM01	237848002	GR052SW	2023-12-02	1600	680926739	1
OBNI0308SM01	237848003	GR052SW	2023-12-02	1600	680926739	1
BFFO0146SD01	214962005	GR052SW	2023-12-02	1600	680926740	1
BFFO0146SD01	216447	GR052SW	2023-12-02	1600	680926740	1
