itemCode	batchNum	warehouseCode	dateStamp	timeStamp	sapRefNo	quantity
SIUN0484SV01	239174021	GR052SW	2023-12-22	1600	680926781	1
SIUN0484SV01	239174022	GR052SW	2023-12-22	1600	680926781	1
SIUN0484SV01	239174023	GR052SW	2023-12-22	1600	680926781	1
SIUN0484SV01	239174097	GR052SW	2023-12-22	1600	680926781	1
SIUN0484SV01	239174098	GR052SW	2023-12-22	1600	680926781	1
SIUN0484SV01	239174100	GR052SW	2023-12-22	1600	680926781	1
SIUN0484SV01	239174104	GR052SW	2023-12-22	1600	680926781	1
SIUN0484SV01	239174107	GR052SW	2023-12-22	1600	680926781	1
SIUN0484SV01	239174113	GR052SW	2023-12-22	1600	680926781	1
SIUN0484SV01	239174118	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861283	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861284	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861286	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861306	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861307	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861323	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861325	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861326	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861327	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861328	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861345	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861346	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861363	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861364	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861365	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861381	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861382	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861383	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861402	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237861444	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237862103	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237862106	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237862312	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237862313	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237862317	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237862359	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237862416	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237862435	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237862445	GR052SW	2023-12-22	1600	680926781	1
SIUN0313AW01	237862454	GR052SW	2023-12-22	1600	680926781	1
BFMI0142SD01	235036003	GR052SW	2023-12-22	1600	680926782	1
RRUN0178AK01	2389000002	GR052SW	2023-12-22	1600	680926782	1
RRUN0178AK01	2389000004	GR052SW	2023-12-22	1600	680926782	1
RRUN0178AK01	2389000006	GR052SW	2023-12-22	1600	680926782	1
RRUN0178AK01	2389000007	GR052SW	2023-12-22	1600	680926782	1
RRUN0178AK01	2389000009	GR052SW	2023-12-22	1600	680926782	1
LHUN2109AG01	239291001	GR052SW	2023-12-22	1600	680926782	1
LHUN2109AG01	239291002	GR052SW	2023-12-22	1600	680926782	1
LHUN2110AG01	239292001	GR052SW	2023-12-22	1600	680926782	1
LHUN2110AG01	239292003	GR052SW	2023-12-22	1600	680926782	1
MGTO0112AW01	239364001	GR052SW	2023-12-22	1600	680926782	1
CTIS4207SM01	221502009	GR052SW	2023-12-22	1600	680926782	1
CTIS4207SM01	221502010	GR052SW	2023-12-22	1600	680926782	1
CTIS4208SM01	216634005	GR052SW	2023-12-22	1600	680926782	1
CTIS4208SM01	217319009	GR052SW	2023-12-22	1600	680926782	1
CFTO1073AW01	236336002	GR052SW	2023-12-22	1600	680926782	1
CFTO1073AW01	236336005	GR052SW	2023-12-22	1600	680926782	1
CFTO1024AW01	234875	GR052SW	2023-12-22	1600	680926782	1
RGTO0382AW01	222200001	GR052SW	2023-12-22	1600	680926782	1
RGTO0382AW01	222200004	GR052SW	2023-12-22	1600	680926782	1
SPTO0297VV01	238762005	GR052SW	2023-12-22	1600	680926783	1
SPTO0297VV01	238762006	GR052SW	2023-12-22	1600	680926783	1
OBTO0212SM01	235076009	GR052SW	2023-12-22	1600	680926783	1
OBTO0210MT03	237812006	GR052SW	2023-12-22	1600	680926783	1
OBTO0210MT03	237812007	GR052SW	2023-12-22	1600	680926783	1
OBTO0210MT03	237812008	GR052SW	2023-12-22	1600	680926783	1
OBTO0210MT03	237812009	GR052SW	2023-12-22	1600	680926783	1
OBTO0210MT03	237812010	GR052SW	2023-12-22	1600	680926783	1
MATO0273AK01	238949001	GR052SW	2023-12-22	1600	680926783	1
MATO0273AK01	238949004	GR052SW	2023-12-22	1600	680926783	1
OBIS0215AW01	238769001	GR052SW	2023-12-22	1600	680926783	1
OBIS0215AW01	238769002	GR052SW	2023-12-22	1600	680926783	1
OBIS0215AW01	238769003	GR052SW	2023-12-22	1600	680926783	1
OBIS0215AW01	238769005	GR052SW	2023-12-22	1600	680926783	1
BFFO0165MT03	230046008	GR052SW	2023-12-22	1600	680926784	1
SIUN0379JO01	238113005	GR052SW	2023-12-22	1600	680926784	1
SIUN0379JO01	238113006	GR052SW	2023-12-22	1600	680926784	1
SIUN0379JO01	238113007	GR052SW	2023-12-22	1600	680926784	1
SIUN0379JO01	238113011	GR052SW	2023-12-22	1600	680926784	1
SIUN0379JO01	238113080	GR052SW	2023-12-22	1600	680926784	1
SIUN0379JO01	238113111	GR052SW	2023-12-22	1600	680926784	1
SIUN0379JO01	238113112	GR052SW	2023-12-22	1600	680926784	1
SIUN0379JO01	238113115	GR052SW	2023-12-22	1600	680926784	1
SIUN0379JO01	238113116	GR052SW	2023-12-22	1600	680926784	1
SIUN0379JO01	238113118	GR052SW	2023-12-22	1600	680926784	1
SIUN0303TS01	237168029	GR052SW	2023-12-22	1600	680926784	1
SIUN0303TS01	237168030	GR052SW	2023-12-22	1600	680926784	1
SIUN0303TS01	237168031	GR052SW	2023-12-22	1600	680926784	1
SIUN0303TS01	237168032	GR052SW	2023-12-22	1600	680926784	1
SIUN0303TS01	237168033	GR052SW	2023-12-22	1600	680926784	1
SIUN0303TS01	237168034	GR052SW	2023-12-22	1600	680926784	1
SIUN0303TS01	237168157	GR052SW	2023-12-22	1600	680926784	1
SIUN0303TS01	237168158	GR052SW	2023-12-22	1600	680926784	1
SIUN0303TS01	237168159	GR052SW	2023-12-22	1600	680926784	1
SIUN0303TS01	237168160	GR052SW	2023-12-22	1600	680926784	1
SIUN0301TS01	237886013	GR052SW	2023-12-22	1600	680926784	1
SIUN0301TS01	237886014	GR052SW	2023-12-22	1600	680926784	1
SIUN0301TS01	237886015	GR052SW	2023-12-22	1600	680926784	1
SIUN0301TS01	237886016	GR052SW	2023-12-22	1600	680926784	1
SIUN0301TS01	237886017	GR052SW	2023-12-22	1600	680926784	1
SIUN0301TS01	237886018	GR052SW	2023-12-22	1600	680926784	1
SIUN0301TS01	237886035	GR052SW	2023-12-22	1600	680926784	1
SIUN0301TS01	237886142	GR052SW	2023-12-22	1600	680926784	1
SIUN0301TS01	237886143	GR052SW	2023-12-22	1600	680926784	1
SIUN0301TS01	237886144	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030161	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030162	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030163	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030164	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030165	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030226	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030227	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030228	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030229	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030230	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030251	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030252	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030253	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030254	GR052SW	2023-12-22	1600	680926784	1
LBUN0639JJ01	227030255	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682026	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682027	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682028	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682029	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682030	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682101	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682102	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682103	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682104	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682105	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682126	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682127	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682128	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682129	GR052SW	2023-12-22	1600	680926784	1
LBUN0615JJ01	232682130	GR052SW	2023-12-22	1600	680926784	1
NOBC0001GR01	GR020	GR052SW	2023-12-22	1600	680926785	1
RRUN0177AK01	238999005	GR052SW	2023-12-22	1600	680926786	1
RRUN0177AK01	238999007	GR052SW	2023-12-22	1600	680926786	1
RRUN0177AK01	238999008	GR052SW	2023-12-22	1600	680926786	1
RRUN0177AK01	238999009	GR052SW	2023-12-22	1600	680926786	1
RRUN0177AK01	238999010	GR052SW	2023-12-22	1600	680926786	1
RRUN0177AK01	238999012	GR052SW	2023-12-22	1600	680926786	1
RRUN0177AK01	238999013	GR052SW	2023-12-22	1600	680926786	1
RRUN0177AK01	238999014	GR052SW	2023-12-22	1600	680926786	1
RRUN0177AK01	238999016	GR052SW	2023-12-22	1600	680926786	1
RRUN0177AK01	238999019	GR052SW	2023-12-22	1600	680926786	1
